model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
    1143
       5
   time           timeInYear       radius         rho            temperature     capacity       conductivity       sources
   0.315573E+14   0.100001E+07   0.577500E+06   0.800887E+15    0.10717968E+06   0.256898E+17   0.439287E+27  -0.961486E-11
   0.315573E+14   0.100001E+07   0.584288E+06   0.796271E+15    0.10696341E+06   0.255932E+17   0.436349E+27  -0.955152E-11
   0.315573E+14   0.100001E+07   0.591174E+06   0.791781E+15    0.10675338E+06   0.254997E+17   0.433340E+27  -0.949061E-11
   0.315573E+14   0.100001E+07   0.598060E+06   0.787200E+15    0.10653951E+06   0.254048E+17   0.430339E+27  -0.942922E-11
   0.315573E+14   0.100001E+07   0.604946E+06   0.782624E+15    0.10632627E+06   0.253105E+17   0.427308E+27  -0.936864E-11
   0.315573E+14   0.100001E+07   0.611938E+06   0.777679E+15    0.10609624E+06   0.252092E+17   0.424153E+27  -0.930398E-11
   0.315573E+14   0.100001E+07   0.619034E+06   0.772872E+15    0.10587318E+06   0.251112E+17   0.420920E+27  -0.924198E-11
   0.315573E+14   0.100001E+07   0.626131E+06   0.767972E+15    0.10564622E+06   0.250119E+17   0.417699E+27  -0.917961E-11
   0.315573E+14   0.100001E+07   0.633228E+06   0.763076E+15    0.10541997E+06   0.249133E+17   0.414445E+27  -0.911814E-11
   0.315573E+14   0.100001E+07   0.640438E+06   0.757773E+15    0.10517549E+06   0.248071E+17   0.411055E+27  -0.905254E-11
   0.315573E+14   0.100001E+07   0.647762E+06   0.752626E+15    0.10493877E+06   0.247047E+17   0.407577E+27  -0.898980E-11
   0.315573E+14   0.100001E+07   0.655086E+06   0.747379E+15    0.10469809E+06   0.246010E+17   0.404116E+27  -0.892683E-11
   0.315573E+14   0.100001E+07   0.662410E+06   0.742138E+15    0.10445826E+06   0.244981E+17   0.400620E+27  -0.886490E-11
   0.315573E+14   0.100001E+07   0.669854E+06   0.736454E+15    0.10419890E+06   0.243873E+17   0.396974E+27  -0.879885E-11
   0.315573E+14   0.100001E+07   0.677418E+06   0.730941E+15    0.10394805E+06   0.242806E+17   0.393233E+27  -0.873587E-11
   0.315573E+14   0.100001E+07   0.684982E+06   0.725323E+15    0.10369320E+06   0.241727E+17   0.389511E+27  -0.867282E-11
   0.315573E+14   0.100001E+07   0.692547E+06   0.719710E+15    0.10343936E+06   0.240657E+17   0.385751E+27  -0.861096E-11
   0.315573E+14   0.100001E+07   0.700255E+06   0.713565E+15    0.10316235E+06   0.239495E+17   0.381809E+27  -0.854452E-11
   0.315573E+14   0.100001E+07   0.708108E+06   0.707630E+15    0.10289579E+06   0.238383E+17   0.377756E+27  -0.848166E-11
   0.315573E+14   0.100001E+07   0.715961E+06   0.701584E+15    0.10262517E+06   0.237259E+17   0.373730E+27  -0.841891E-11
   0.315573E+14   0.100001E+07   0.723813E+06   0.695543E+15    0.10235575E+06   0.236146E+17   0.369663E+27  -0.835753E-11
   0.315573E+14   0.100001E+07   0.731662E+06   0.689404E+15    0.10208299E+06   0.235026E+17   0.365559E+27  -0.829651E-11
   0.315573E+14   0.100001E+07   0.739506E+06   0.683262E+15    0.10181121E+06   0.233915E+17   0.361415E+27  -0.823683E-11
   0.315573E+14   0.100001E+07   0.747350E+06   0.677008E+15    0.10153563E+06   0.232795E+17   0.357227E+27  -0.817749E-11
   0.315573E+14   0.100001E+07   0.755194E+06   0.670758E+15    0.10126138E+06   0.231686E+17   0.352995E+27  -0.811960E-11
   0.315573E+14   0.100001E+07   0.762994E+06   0.664536E+15    0.10098952E+06   0.230594E+17   0.348768E+27  -0.806339E-11
   0.315573E+14   0.100001E+07   0.770750E+06   0.658249E+15    0.10071610E+06   0.229501E+17   0.344520E+27  -0.800805E-11
   0.315573E+14   0.100001E+07   0.778507E+06   0.651851E+15    0.10043920E+06   0.228401E+17   0.340207E+27  -0.795324E-11
   0.315573E+14   0.100001E+07   0.786264E+06   0.645457E+15    0.10016377E+06   0.227313E+17   0.335848E+27  -0.789997E-11
   0.315573E+14   0.100001E+07   0.795081E+06   0.635450E+15    0.99735570E+05   0.225635E+17   0.330248E+27  -0.781966E-11
   0.315573E+14   0.100001E+07   0.804960E+06   0.627130E+15    0.99382220E+05   0.224263E+17   0.323974E+27  -0.775575E-11
   0.315573E+14   0.100001E+07   0.814839E+06   0.618622E+15    0.99023567E+05   0.222880E+17   0.318198E+27  -0.769312E-11
   0.315573E+14   0.100001E+07   0.824717E+06   0.610118E+15    0.98667793E+05   0.221521E+17   0.312342E+27  -0.763325E-11
   0.315573E+14   0.100001E+07   0.834144E+06   0.602978E+15    0.98371317E+05   0.220396E+17   0.306942E+27  -0.758514E-11
   0.315573E+14   0.100001E+07   0.843119E+06   0.595094E+15    0.98046305E+05   0.219172E+17   0.301741E+27  -0.753429E-11
   0.315573E+14   0.100001E+07   0.852093E+06   0.587046E+15    0.97717221E+05   0.217942E+17   0.296210E+27  -0.748496E-11
   0.315573E+14   0.100001E+07   0.861068E+06   0.578998E+15    0.97390905E+05   0.216732E+17   0.290605E+27  -0.743828E-11
   0.315573E+14   0.100001E+07   0.869644E+06   0.572211E+15    0.97117963E+05   0.215728E+17   0.285424E+27  -0.740099E-11
   0.315573E+14   0.100001E+07   0.877821E+06   0.564735E+15    0.96819729E+05   0.214637E+17   0.280427E+27  -0.736214E-11
   0.315573E+14   0.100001E+07   0.885997E+06   0.557111E+15    0.96518277E+05   0.213543E+17   0.275120E+27  -0.732492E-11
   0.315573E+14   0.100001E+07   0.894174E+06   0.549483E+15    0.96219518E+05   0.212466E+17   0.269742E+27  -0.729014E-11
   0.315573E+14   0.100001E+07   0.901992E+06   0.543037E+15    0.95969267E+05   0.211569E+17   0.264764E+27  -0.726266E-11
   0.315573E+14   0.100001E+07   0.909452E+06   0.535943E+15    0.95696355E+05   0.210598E+17   0.259960E+27  -0.723447E-11
   0.315573E+14   0.100001E+07   0.916912E+06   0.528711E+15    0.95420820E+05   0.209623E+17   0.254861E+27  -0.720795E-11
   0.315573E+14   0.100001E+07   0.924372E+06   0.521474E+15    0.95147921E+05   0.208663E+17   0.249694E+27  -0.718367E-11
   0.315573E+14   0.100001E+07   0.931506E+06   0.515355E+15    0.94919411E+05   0.207863E+17   0.244909E+27  -0.716490E-11
   0.315573E+14   0.100001E+07   0.938314E+06   0.508622E+15    0.94670433E+05   0.206996E+17   0.240290E+27  -0.714614E-11
   0.315573E+14   0.100001E+07   0.945122E+06   0.501756E+15    0.94419244E+05   0.206126E+17   0.235387E+27  -0.712903E-11
   0.315573E+14   0.100001E+07   0.951929E+06   0.494884E+15    0.94170637E+05   0.205268E+17   0.230420E+27  -0.711398E-11
   0.315573E+14   0.100001E+07   0.958438E+06   0.489078E+15    0.93962846E+05   0.204554E+17   0.225822E+27  -0.710287E-11
   0.315573E+14   0.100001E+07   0.964646E+06   0.482684E+15    0.93736451E+05   0.203778E+17   0.221385E+27  -0.709234E-11
   0.315573E+14   0.100001E+07   0.970855E+06   0.476161E+15    0.93508129E+05   0.202998E+17   0.216674E+27  -0.708345E-11
   0.315573E+14   0.100001E+07   0.977063E+06   0.469630E+15    0.93282334E+05   0.202229E+17   0.211901E+27  -0.707641E-11
   0.315573E+14   0.100001E+07   0.982995E+06   0.464125E+15    0.93094180E+05   0.201588E+17   0.207489E+27  -0.707193E-11
   0.315573E+14   0.100001E+07   0.988649E+06   0.458052E+15    0.92889042E+05   0.200891E+17   0.203235E+27  -0.706850E-11
   0.315573E+14   0.100001E+07   0.994303E+06   0.451851E+15    0.92682172E+05   0.200188E+17   0.198716E+27  -0.706665E-11
   0.315573E+14   0.100001E+07   0.999957E+06   0.445641E+15    0.92477767E+05   0.199493E+17   0.194138E+27  -0.706645E-11
   0.315573E+14   0.100001E+07   0.100535E+07   0.440422E+15    0.92308123E+05   0.198915E+17   0.189916E+27  -0.706754E-11
   0.315573E+14   0.100001E+07   0.101049E+07   0.434654E+15    0.92122931E+05   0.198284E+17   0.185851E+27  -0.707008E-11
   0.315573E+14   0.100001E+07   0.101563E+07   0.428755E+15    0.91936142E+05   0.197645E+17   0.181529E+27  -0.707409E-11
   0.315573E+14   0.100001E+07   0.102077E+07   0.422848E+15    0.91751744E+05   0.197011E+17   0.177153E+27  -0.707954E-11
   0.315573E+14   0.100001E+07   0.102567E+07   0.417903E+15    0.91599449E+05   0.196486E+17   0.173127E+27  -0.708520E-11
   0.315573E+14   0.100001E+07   0.103032E+07   0.412423E+15    0.91432903E+05   0.195908E+17   0.169259E+27  -0.709261E-11
   0.315573E+14   0.100001E+07   0.103498E+07   0.406810E+15    0.91264854E+05   0.195321E+17   0.165144E+27  -0.710140E-11
   0.315573E+14   0.100001E+07   0.103964E+07   0.401189E+15    0.91099111E+05   0.194738E+17   0.160978E+27  -0.711138E-11
   0.315573E+14   0.100001E+07   0.104407E+07   0.396505E+15    0.90962982E+05   0.194254E+17   0.157161E+27  -0.712056E-11
   0.315573E+14   0.100001E+07   0.104828E+07   0.391298E+15    0.90813789E+05   0.193719E+17   0.153500E+27  -0.713164E-11
   0.315573E+14   0.100001E+07   0.105249E+07   0.385956E+15    0.90663166E+05   0.193173E+17   0.149602E+27  -0.714391E-11
   0.315573E+14   0.100001E+07   0.105670E+07   0.380606E+15    0.90514749E+05   0.192628E+17   0.145660E+27  -0.715706E-11
   0.315573E+14   0.100001E+07   0.106070E+07   0.376171E+15    0.90393591E+05   0.192176E+17   0.142062E+27  -0.716856E-11
   0.315573E+14   0.100001E+07   0.106449E+07   0.371222E+15    0.90260469E+05   0.191674E+17   0.138620E+27  -0.718196E-11
   0.315573E+14   0.100001E+07   0.106828E+07   0.366138E+15    0.90125980E+05   0.191158E+17   0.134952E+27  -0.719630E-11
   0.315573E+14   0.100001E+07   0.107207E+07   0.361045E+15    0.89993584E+05   0.190640E+17   0.131247E+27  -0.721114E-11
   0.315573E+14   0.100001E+07   0.107567E+07   0.356846E+15    0.89886200E+05   0.190212E+17   0.127879E+27  -0.722367E-11
   0.315573E+14   0.100001E+07   0.107907E+07   0.352144E+15    0.89767885E+05   0.189732E+17   0.124666E+27  -0.723793E-11
   0.315573E+14   0.100001E+07   0.108248E+07   0.347304E+15    0.89648260E+05   0.189236E+17   0.121241E+27  -0.725276E-11
   0.315573E+14   0.100001E+07   0.108588E+07   0.342456E+15    0.89530606E+05   0.188736E+17   0.117784E+27  -0.726767E-11
   0.315573E+14   0.100001E+07   0.108910E+07   0.338481E+15    0.89435809E+05   0.188324E+17   0.114655E+27  -0.727982E-11
   0.315573E+14   0.100001E+07   0.109214E+07   0.334013E+15    0.89331057E+05   0.187857E+17   0.111680E+27  -0.729332E-11
   0.315573E+14   0.100001E+07   0.109518E+07   0.329407E+15    0.89225055E+05   0.187372E+17   0.108506E+27  -0.730690E-11
   0.315573E+14   0.100001E+07   0.109822E+07   0.324792E+15    0.89120891E+05   0.186880E+17   0.105305E+27  -0.732004E-11
   0.315573E+14   0.100001E+07   0.110110E+07   0.321030E+15    0.89037519E+05   0.186476E+17   0.102422E+27  -0.733026E-11
   0.315573E+14   0.100001E+07   0.110381E+07   0.316786E+15    0.88945116E+05   0.186014E+17   0.996896E+26  -0.734114E-11
   0.315573E+14   0.100001E+07   0.110652E+07   0.312402E+15    0.88851527E+05   0.185531E+17   0.967715E+26  -0.735147E-11
   0.315573E+14   0.100001E+07   0.110923E+07   0.308009E+15    0.88759637E+05   0.185040E+17   0.938330E+26  -0.736070E-11
   0.315573E+14   0.100001E+07   0.111179E+07   0.304449E+15    0.88686561E+05   0.184636E+17   0.911978E+26  -0.736720E-11
   0.315573E+14   0.100001E+07   0.111419E+07   0.300418E+15    0.88605330E+05   0.184171E+17   0.887078E+26  -0.737330E-11
   0.315573E+14   0.100001E+07   0.111659E+07   0.296247E+15    0.88522984E+05   0.183682E+17   0.860470E+26  -0.737797E-11
   0.315573E+14   0.100001E+07   0.111900E+07   0.292068E+15    0.88442193E+05   0.183183E+17   0.833707E+26  -0.738071E-11
   0.315573E+14   0.100001E+07   0.112126E+07   0.288698E+15    0.88378329E+05   0.182773E+17   0.809808E+26  -0.738128E-11
   0.315573E+14   0.100001E+07   0.112339E+07   0.284870E+15    0.88307139E+05   0.182299E+17   0.787293E+26  -0.737988E-11
   0.315573E+14   0.100001E+07   0.112552E+07   0.280904E+15    0.88234910E+05   0.181796E+17   0.763218E+26  -0.737580E-11
   0.315573E+14   0.100001E+07   0.112764E+07   0.276929E+15    0.88164091E+05   0.181281E+17   0.739031E+26  -0.736862E-11
   0.315573E+14   0.100001E+07   0.112964E+07   0.273740E+15    0.88108412E+05   0.180858E+17   0.717518E+26  -0.736029E-11
   0.315573E+14   0.100001E+07   0.113152E+07   0.270106E+15    0.88046184E+05   0.180366E+17   0.697304E+26  -0.734759E-11
   0.315573E+14   0.100001E+07   0.113339E+07   0.266335E+15    0.87983000E+05   0.179842E+17   0.675681E+26  -0.733027E-11
   0.315573E+14   0.100001E+07   0.113527E+07   0.262557E+15    0.87921082E+05   0.179302E+17   0.653981E+26  -0.730795E-11
   0.315573E+14   0.100001E+07   0.113703E+07   0.259538E+15    0.87872621E+05   0.178859E+17   0.634746E+26  -0.728597E-11
   0.315573E+14   0.100001E+07   0.113868E+07   0.256089E+15    0.87818339E+05   0.178340E+17   0.616716E+26  -0.725555E-11
   0.315573E+14   0.100001E+07   0.114033E+07   0.252507E+15    0.87763188E+05   0.177783E+17   0.597424E+26  -0.721684E-11
   0.315573E+14   0.100001E+07   0.114197E+07   0.248918E+15    0.87709160E+05   0.177205E+17   0.578083E+26  -0.716917E-11
   0.315573E+14   0.100001E+07   0.114352E+07   0.246060E+15    0.87667017E+05   0.176729E+17   0.560988E+26  -0.712334E-11
   0.315573E+14   0.100001E+07   0.114497E+07   0.242788E+15    0.87619730E+05   0.176165E+17   0.544996E+26  -0.706005E-11
   0.315573E+14   0.100001E+07   0.114641E+07   0.239388E+15    0.87571662E+05   0.175551E+17   0.527886E+26  -0.697813E-11
   0.315573E+14   0.100001E+07   0.114786E+07   0.235981E+15    0.87524580E+05   0.174899E+17   0.510751E+26  -0.687244E-11
   0.315573E+14   0.100001E+07   0.114922E+07   0.233273E+15    0.87487926E+05   0.174346E+17   0.495636E+26  -0.676247E-11
   0.315573E+14   0.100001E+07   0.115049E+07   0.230171E+15    0.87446752E+05   0.173648E+17   0.481520E+26  -0.658529E-11
   0.315573E+14   0.100001E+07   0.115175E+07   0.226947E+15    0.87404886E+05   0.172721E+17   0.466424E+26  -0.623086E-11
   0.315573E+14   0.100001E+07   0.115302E+07   0.223716E+15    0.87363875E+05   0.171590E+17   0.451253E+26  -0.544181E-11
   0.315573E+14   0.100001E+07   0.115421E+07   0.221150E+15    0.87331951E+05   0.171234E+17   0.437649E+26  -0.546418E-11
   0.315573E+14   0.100001E+07   0.115532E+07   0.218210E+15    0.87296078E+05   0.170816E+17   0.424958E+26  -0.548937E-11
   0.315573E+14   0.100001E+07   0.115643E+07   0.215155E+15    0.87259601E+05   0.170370E+17   0.411400E+26  -0.551499E-11
   0.315573E+14   0.100001E+07   0.115755E+07   0.212096E+15    0.87223856E+05   0.169910E+17   0.397853E+26  -0.554002E-11
   0.315573E+14   0.100001E+07   0.115859E+07   0.209662E+15    0.87195974E+05   0.169535E+17   0.385921E+26  -0.555945E-11
   0.315573E+14   0.100001E+07   0.115957E+07   0.206877E+15    0.87164661E+05   0.169094E+17   0.374796E+26  -0.558111E-11
   0.315573E+14   0.100001E+07   0.116054E+07   0.203987E+15    0.87132831E+05   0.168624E+17   0.362933E+26  -0.560289E-11
   0.315573E+14   0.100001E+07   0.116152E+07   0.201093E+15    0.87101618E+05   0.168141E+17   0.351093E+26  -0.562392E-11
   0.315573E+14   0.100001E+07   0.116243E+07   0.198783E+15    0.87077158E+05   0.167745E+17   0.340655E+26  -0.564012E-11
   0.315573E+14   0.100001E+07   0.116329E+07   0.196146E+15    0.87049737E+05   0.167282E+17   0.330921E+26  -0.565793E-11
   0.315573E+14   0.100001E+07   0.116415E+07   0.193415E+15    0.87021881E+05   0.166789E+17   0.320569E+26  -0.567554E-11
   0.315573E+14   0.100001E+07   0.116501E+07   0.190682E+15    0.86994538E+05   0.166283E+17   0.310251E+26  -0.569228E-11
   0.315573E+14   0.100001E+07   0.116581E+07   0.188487E+15    0.86972959E+05   0.165867E+17   0.301136E+26  -0.570504E-11
   0.315573E+14   0.100001E+07   0.116657E+07   0.185992E+15    0.86948839E+05   0.165382E+17   0.292628E+26  -0.571876E-11
   0.315573E+14   0.100001E+07   0.116733E+07   0.183413E+15    0.86924360E+05   0.164869E+17   0.283608E+26  -0.573202E-11
   0.315573E+14   0.100001E+07   0.116809E+07   0.180833E+15    0.86900306E+05   0.164342E+17   0.274630E+26  -0.574430E-11
   0.315573E+14   0.100001E+07   0.116867E+07   0.180553E+15    0.86897723E+05   0.164284E+17   0.269736E+26  -0.574557E-11
   0.315573E+14   0.100001E+07   0.116908E+07   0.179139E+15    0.86884758E+05   0.163989E+17   0.266867E+26  -0.575180E-11
   0.315573E+14   0.100001E+07   0.116949E+07   0.177699E+15    0.86871683E+05   0.163683E+17   0.262078E+26  -0.575782E-11
   0.315573E+14   0.100001E+07   0.116989E+07   0.176258E+15    0.86858739E+05   0.163373E+17   0.257302E+26  -0.576350E-11
   0.315573E+14   0.100001E+07   0.117027E+07   0.175217E+15    0.86849472E+05   0.163147E+17   0.253237E+26  -0.576738E-11
   0.315573E+14   0.100001E+07   0.117062E+07   0.173969E+15    0.86838456E+05   0.162872E+17   0.249526E+26  -0.577180E-11
   0.315573E+14   0.100001E+07   0.117096E+07   0.172699E+15    0.86827355E+05   0.162589E+17   0.245488E+26  -0.577600E-11
   0.315573E+14   0.100001E+07   0.117131E+07   0.171429E+15    0.86816356E+05   0.162302E+17   0.241460E+26  -0.577993E-11
   0.315573E+14   0.100001E+07   0.117164E+07   0.170431E+15    0.86807790E+05   0.162074E+17   0.237901E+26  -0.578281E-11
   0.315573E+14   0.100001E+07   0.117194E+07   0.169289E+15    0.86798076E+05   0.161810E+17   0.234576E+26  -0.578587E-11
   0.315573E+14   0.100001E+07   0.117225E+07   0.168127E+15    0.86788288E+05   0.161539E+17   0.231034E+26  -0.578874E-11
   0.315573E+14   0.100001E+07   0.117256E+07   0.166965E+15    0.86778590E+05   0.161264E+17   0.227498E+26  -0.579135E-11
   0.315573E+14   0.100001E+07   0.117285E+07   0.165990E+15    0.86770538E+05   0.161032E+17   0.224279E+26  -0.579334E-11
   0.315573E+14   0.100001E+07   0.117313E+07   0.164913E+15    0.86761724E+05   0.160772E+17   0.221219E+26  -0.579533E-11
   0.315573E+14   0.100001E+07   0.117341E+07   0.163816E+15    0.86752837E+05   0.160505E+17   0.218008E+26  -0.579712E-11
   0.315573E+14   0.100001E+07   0.117369E+07   0.162718E+15    0.86744037E+05   0.160234E+17   0.214798E+26  -0.579867E-11
   0.315573E+14   0.100001E+07   0.117396E+07   0.161735E+15    0.86736248E+05   0.159989E+17   0.211784E+26  -0.579986E-11
   0.315573E+14   0.100001E+07   0.117422E+07   0.160683E+15    0.86728013E+05   0.159724E+17   0.208867E+26  -0.580091E-11
   0.315573E+14   0.100001E+07   0.117448E+07   0.159609E+15    0.86719699E+05   0.159451E+17   0.205849E+26  -0.580175E-11
   0.315573E+14   0.100001E+07   0.117474E+07   0.158532E+15    0.86711480E+05   0.159175E+17   0.202825E+26  -0.580236E-11
   0.315573E+14   0.100001E+07   0.117500E+07   0.157452E+15    0.86703356E+05   0.158894E+17   0.199825E+26  -0.580274E-11
   0.315573E+14   0.100001E+07   0.117526E+07   0.156357E+15    0.86695249E+05   0.158607E+17   0.196832E+26  -0.580287E-11
   0.315573E+14   0.100001E+07   0.117552E+07   0.155230E+15    0.86687040E+05   0.158308E+17   0.193807E+26  -0.580275E-11
   0.315573E+14   0.100001E+07   0.117577E+07   0.154100E+15    0.86678954E+05   0.158005E+17   0.190765E+26  -0.580236E-11
   0.315573E+14   0.100001E+07   0.117612E+07   0.151315E+15    0.86659727E+05   0.157244E+17   0.185568E+26  -0.580027E-11
   0.315573E+14   0.100001E+07   0.117657E+07   0.149246E+15    0.86646130E+05   0.156665E+17   0.179263E+26  -0.579767E-11
   0.315573E+14   0.100001E+07   0.117701E+07   0.147006E+15    0.86632136E+05   0.156025E+17   0.173793E+26  -0.579383E-11
   0.315573E+14   0.100001E+07   0.117745E+07   0.144727E+15    0.86618705E+05   0.155359E+17   0.168180E+26  -0.578882E-11
   0.315573E+14   0.100001E+07   0.117774E+07   0.145477E+15    0.86623045E+05   0.155580E+17   0.166310E+26  -0.579060E-11
   0.315573E+14   0.100001E+07   0.117786E+07   0.144793E+15    0.86619083E+05   0.155379E+17   0.166391E+26  -0.578898E-11
   0.315573E+14   0.100001E+07   0.117799E+07   0.144082E+15    0.86615064E+05   0.155169E+17   0.164697E+26  -0.578720E-11
   0.315573E+14   0.100001E+07   0.117812E+07   0.143370E+15    0.86611119E+05   0.154957E+17   0.162982E+26  -0.578530E-11
   0.315573E+14   0.100001E+07   0.117824E+07   0.142777E+15    0.86607897E+05   0.154779E+17   0.161418E+26  -0.578363E-11
   0.315573E+14   0.100001E+07   0.117835E+07   0.142113E+15    0.86604363E+05   0.154579E+17   0.159923E+26  -0.578167E-11
   0.315573E+14   0.100001E+07   0.117846E+07   0.141422E+15    0.86600762E+05   0.154369E+17   0.158323E+26  -0.577953E-11
   0.315573E+14   0.100001E+07   0.117858E+07   0.140730E+15    0.86597232E+05   0.154157E+17   0.156700E+26  -0.577726E-11
   0.315573E+14   0.100001E+07   0.117868E+07   0.140210E+15    0.86594628E+05   0.153997E+17   0.155287E+26  -0.577549E-11
   0.315573E+14   0.100001E+07   0.117878E+07   0.139595E+15    0.86591610E+05   0.153807E+17   0.153972E+26  -0.101237E-12
   0.315573E+14   0.100001E+07   0.117888E+07   0.138955E+15    0.86588535E+05   0.153608E+17   0.152528E+26  -0.101820E-12
   0.315573E+14   0.100001E+07   0.117897E+07   0.138315E+15    0.86585519E+05   0.153408E+17   0.151064E+26  -0.102411E-12
   0.315573E+14   0.100001E+07   0.117906E+07   0.137771E+15    0.86583006E+05   0.153237E+17   0.160813E+22  -0.102916E-12
   0.315573E+14   0.100001E+07   0.117915E+07   0.137169E+15    0.86580278E+05   0.153046E+17   0.160286E+22  -0.103480E-12
   0.315573E+14   0.100001E+07   0.117924E+07   0.136543E+15    0.86577499E+05   0.124912E+17   0.159734E+22  -0.104071E-12
   0.315573E+14   0.100001E+07   0.117933E+07   0.135917E+15    0.86574772E+05   0.124571E+17   0.159174E+22  -0.104668E-12
   0.315573E+14   0.100001E+07   0.117941E+07   0.135337E+15    0.86572299E+05   0.124143E+17   0.158642E+22  -0.105225E-12
   0.315573E+14   0.100001E+07   0.117949E+07   0.134724E+15    0.86569729E+05   0.123855E+17   0.158118E+22  -0.105819E-12
   0.315573E+14   0.100001E+07   0.117958E+07   0.134087E+15    0.86567111E+05   0.123415E+17   0.157572E+22  -0.106442E-12
   0.315573E+14   0.100001E+07   0.117966E+07   0.133451E+15    0.86564541E+05   0.122932E+17   0.157018E+22  -0.107071E-12
   0.315573E+14   0.100001E+07   0.117974E+07   0.132765E+15    0.86561827E+05   0.122636E+17   0.156445E+22  -0.107754E-12
