model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
   time                timeInYear       surfaceFlux    Tg[K] on rho_b         Ts     neutrinoLosses
   0.7674930000000E+14   0.243209E+07  -0.321211E+24   0.410094E+04   0.410094E+04  -0.529449E+13
   0.7683330000000E+14   0.243475E+07  -0.319969E+24   0.409697E+04   0.409697E+04  -0.526381E+13
   0.7691730000000E+14   0.243741E+07  -0.318734E+24   0.409302E+04   0.409302E+04  -0.523338E+13
   0.7700130000000E+14   0.244008E+07  -0.317507E+24   0.408907E+04   0.408907E+04  -0.520318E+13
   0.7708530000000E+14   0.244274E+07  -0.316286E+24   0.408513E+04   0.408513E+04  -0.517320E+13
   0.7716930000000E+14   0.244540E+07  -0.315072E+24   0.408121E+04   0.408121E+04  -0.514345E+13
   0.7725330000000E+14   0.244806E+07  -0.313866E+24   0.407730E+04   0.407730E+04  -0.511394E+13
   0.7733730000000E+14   0.245072E+07  -0.312666E+24   0.407340E+04   0.407340E+04  -0.508464E+13
   0.7742130000000E+14   0.245339E+07  -0.311473E+24   0.406951E+04   0.406951E+04  -0.505558E+13
   0.7750530000000E+14   0.245605E+07  -0.310287E+24   0.406563E+04   0.406563E+04  -0.502673E+13
   0.7758930000000E+14   0.245871E+07  -0.309108E+24   0.406176E+04   0.406176E+04  -0.499810E+13
   0.7767330000000E+14   0.246137E+07  -0.307936E+24   0.405790E+04   0.405790E+04  -0.496969E+13
   0.7775730000000E+14   0.246403E+07  -0.306770E+24   0.405405E+04   0.405405E+04  -0.494150E+13
   0.7784130000000E+14   0.246669E+07  -0.305611E+24   0.405022E+04   0.405022E+04  -0.491351E+13
   0.7792530000000E+14   0.246936E+07  -0.304458E+24   0.404639E+04   0.404639E+04  -0.488574E+13
   0.7800930000000E+14   0.247202E+07  -0.303312E+24   0.404258E+04   0.404258E+04  -0.485818E+13
   0.7809330000000E+14   0.247468E+07  -0.302172E+24   0.403878E+04   0.403878E+04  -0.483082E+13
   0.7817730000000E+14   0.247734E+07  -0.301038E+24   0.403498E+04   0.403498E+04  -0.480366E+13
   0.7826130000000E+14   0.248000E+07  -0.299911E+24   0.403120E+04   0.403120E+04  -0.477670E+13
   0.7834530000000E+14   0.248267E+07  -0.298791E+24   0.402743E+04   0.402743E+04  -0.474996E+13
   0.7842930000000E+14   0.248533E+07  -0.297676E+24   0.402367E+04   0.402367E+04  -0.472341E+13
   0.7851330000000E+14   0.248799E+07  -0.296568E+24   0.401992E+04   0.401992E+04  -0.469706E+13
   0.7859730000000E+14   0.249065E+07  -0.295466E+24   0.401618E+04   0.401618E+04  -0.467090E+13
   0.7868130000000E+14   0.249331E+07  -0.294370E+24   0.401245E+04   0.401245E+04  -0.464494E+13
   0.7876530000000E+14   0.249598E+07  -0.293281E+24   0.400873E+04   0.400873E+04  -0.461918E+13
   0.7884930000000E+14   0.249864E+07  -0.292197E+24   0.400503E+04   0.400503E+04  -0.459361E+13
   0.7893330000000E+14   0.250130E+07  -0.291120E+24   0.400133E+04   0.400133E+04  -0.456822E+13
   0.7901730000000E+14   0.250396E+07  -0.290048E+24   0.399764E+04   0.399764E+04  -0.454303E+13
   0.7910130000000E+14   0.250662E+07  -0.288983E+24   0.399397E+04   0.399397E+04  -0.451801E+13
   0.7918530000000E+14   0.250928E+07  -0.287923E+24   0.399030E+04   0.399030E+04  -0.449318E+13
   0.7926930000000E+14   0.251195E+07  -0.286869E+24   0.398664E+04   0.398664E+04  -0.446854E+13
   0.7935330000000E+14   0.251461E+07  -0.285821E+24   0.398300E+04   0.398300E+04  -0.444406E+13
   0.7943730000000E+14   0.251727E+07  -0.284778E+24   0.397936E+04   0.397936E+04  -0.441976E+13
   0.7952130000000E+14   0.251993E+07  -0.283741E+24   0.397573E+04   0.397573E+04  -0.439564E+13
   0.7960530000000E+14   0.252259E+07  -0.282709E+24   0.397211E+04   0.397211E+04  -0.437169E+13
   0.7968930000000E+14   0.252526E+07  -0.281684E+24   0.396850E+04   0.396850E+04  -0.434793E+13
   0.7977330000000E+14   0.252792E+07  -0.280664E+24   0.396491E+04   0.396491E+04  -0.432434E+13
   0.7985730000000E+14   0.253058E+07  -0.279649E+24   0.396132E+04   0.396132E+04  -0.430090E+13
   0.7994130000000E+14   0.253324E+07  -0.278640E+24   0.395774E+04   0.395774E+04  -0.427764E+13
   0.8002530000000E+14   0.253590E+07  -0.277636E+24   0.395417E+04   0.395417E+04  -0.425455E+13
   0.8010930000000E+14   0.253856E+07  -0.276638E+24   0.395061E+04   0.395061E+04  -0.423164E+13
   0.8019330000000E+14   0.254123E+07  -0.275646E+24   0.394707E+04   0.394707E+04  -0.420888E+13
   0.8027730000000E+14   0.254389E+07  -0.274658E+24   0.394352E+04   0.394352E+04  -0.418628E+13
   0.8036130000000E+14   0.254655E+07  -0.273676E+24   0.393999E+04   0.393999E+04  -0.416384E+13
   0.8044530000000E+14   0.254921E+07  -0.272699E+24   0.393647E+04   0.393647E+04  -0.414158E+13
   0.8052930000000E+14   0.255187E+07  -0.271728E+24   0.393296E+04   0.393296E+04  -0.411946E+13
   0.8061330000000E+14   0.255454E+07  -0.270761E+24   0.392946E+04   0.392946E+04  -0.409750E+13
   0.8069730000000E+14   0.255720E+07  -0.269800E+24   0.392597E+04   0.392597E+04  -0.407570E+13
   0.8078130000000E+14   0.255986E+07  -0.268844E+24   0.392248E+04   0.392248E+04  -0.405405E+13
   0.8086530000000E+14   0.256252E+07  -0.267892E+24   0.391901E+04   0.391901E+04  -0.403255E+13
   0.8094930000000E+14   0.256518E+07  -0.266946E+24   0.391555E+04   0.391555E+04  -0.401121E+13
   0.8103330000000E+14   0.256785E+07  -0.266006E+24   0.391209E+04   0.391209E+04  -0.399003E+13
   0.8111730000000E+14   0.257051E+07  -0.265070E+24   0.390865E+04   0.390865E+04  -0.396899E+13
   0.8120130000000E+14   0.257317E+07  -0.264139E+24   0.390521E+04   0.390521E+04  -0.394810E+13
   0.8128530000000E+14   0.257583E+07  -0.263212E+24   0.390178E+04   0.390178E+04  -0.392735E+13
   0.8136930000000E+14   0.257849E+07  -0.262291E+24   0.389836E+04   0.389836E+04  -0.390674E+13
   0.8145330000000E+14   0.258115E+07  -0.261374E+24   0.389495E+04   0.389495E+04  -0.388627E+13
   0.8153730000000E+14   0.258382E+07  -0.260462E+24   0.389155E+04   0.389155E+04  -0.386595E+13
   0.8162130000000E+14   0.258648E+07  -0.259555E+24   0.388816E+04   0.388816E+04  -0.384577E+13
   0.8170530000000E+14   0.258914E+07  -0.258652E+24   0.388477E+04   0.388477E+04  -0.382572E+13
   0.8178930000000E+14   0.259180E+07  -0.257754E+24   0.388139E+04   0.388139E+04  -0.380582E+13
   0.8187330000000E+14   0.259446E+07  -0.256861E+24   0.387803E+04   0.387803E+04  -0.378605E+13
   0.8195730000000E+14   0.259713E+07  -0.255973E+24   0.387467E+04   0.387467E+04  -0.376643E+13
   0.8204130000000E+14   0.259979E+07  -0.255089E+24   0.387132E+04   0.387132E+04  -0.374693E+13
   0.8212530000000E+14   0.260245E+07  -0.254209E+24   0.386798E+04   0.386798E+04  -0.372758E+13
   0.8220930000000E+14   0.260511E+07  -0.253335E+24   0.386465E+04   0.386465E+04  -0.370835E+13
   0.8229330000000E+14   0.260777E+07  -0.252465E+24   0.386133E+04   0.386133E+04  -0.368927E+13
   0.8237730000000E+14   0.261043E+07  -0.251599E+24   0.385801E+04   0.385801E+04  -0.367031E+13
   0.8246130000000E+14   0.261310E+07  -0.250738E+24   0.385471E+04   0.385471E+04  -0.365148E+13
   0.8254530000000E+14   0.261576E+07  -0.249881E+24   0.385141E+04   0.385141E+04  -0.363278E+13
   0.8262930000000E+14   0.261842E+07  -0.249029E+24   0.384812E+04   0.384812E+04  -0.361421E+13
   0.8271330000000E+14   0.262108E+07  -0.248180E+24   0.384484E+04   0.384484E+04  -0.359576E+13
   0.8279730000000E+14   0.262374E+07  -0.247337E+24   0.384157E+04   0.384157E+04  -0.357744E+13
   0.8288130000000E+14   0.262641E+07  -0.246498E+24   0.383831E+04   0.383831E+04  -0.355925E+13
   0.8296530000000E+14   0.262907E+07  -0.245663E+24   0.383505E+04   0.383505E+04  -0.354118E+13
   0.8304930000000E+14   0.263173E+07  -0.244832E+24   0.383180E+04   0.383180E+04  -0.352323E+13
   0.8313330000000E+14   0.263439E+07  -0.244005E+24   0.382857E+04   0.382857E+04  -0.350540E+13
   0.8321730000000E+14   0.263705E+07  -0.243183E+24   0.382534E+04   0.382534E+04  -0.348769E+13
   0.8330130000000E+14   0.263972E+07  -0.242364E+24   0.382211E+04   0.382211E+04  -0.347011E+13
   0.8338530000000E+14   0.264238E+07  -0.241550E+24   0.381890E+04   0.381890E+04  -0.345264E+13
   0.8346930000000E+14   0.264504E+07  -0.240740E+24   0.381570E+04   0.381570E+04  -0.343529E+13
   0.8355330000000E+14   0.264770E+07  -0.239934E+24   0.381250E+04   0.381250E+04  -0.341805E+13
   0.8363730000000E+14   0.265036E+07  -0.239132E+24   0.380931E+04   0.380931E+04  -0.340093E+13
   0.8372130000000E+14   0.265302E+07  -0.238334E+24   0.380612E+04   0.380612E+04  -0.338391E+13
   0.8380530000000E+14   0.265569E+07  -0.237540E+24   0.380295E+04   0.380295E+04  -0.336701E+13
   0.8388930000000E+14   0.265835E+07  -0.236750E+24   0.379978E+04   0.379978E+04  -0.335023E+13
   0.8397330000000E+14   0.266101E+07  -0.235963E+24   0.379662E+04   0.379662E+04  -0.333355E+13
   0.8405730000000E+14   0.266367E+07  -0.235181E+24   0.379347E+04   0.379347E+04  -0.331698E+13
   0.8414130000000E+14   0.266633E+07  -0.234402E+24   0.379033E+04   0.379033E+04  -0.330052E+13
   0.8422530000000E+14   0.266900E+07  -0.233628E+24   0.378719E+04   0.378719E+04  -0.328417E+13
   0.8430930000000E+14   0.267166E+07  -0.232857E+24   0.378407E+04   0.378407E+04  -0.326794E+13
   0.8439330000000E+14   0.267432E+07  -0.232090E+24   0.378095E+04   0.378095E+04  -0.325181E+13
   0.8447730000000E+14   0.267698E+07  -0.231327E+24   0.377784E+04   0.377784E+04  -0.323579E+13
   0.8456130000000E+14   0.267964E+07  -0.230568E+24   0.377473E+04   0.377473E+04  -0.321987E+13
   0.8464530000000E+14   0.268230E+07  -0.229813E+24   0.377164E+04   0.377164E+04  -0.320406E+13
   0.8472930000000E+14   0.268497E+07  -0.229060E+24   0.376855E+04   0.376855E+04  -0.318834E+13
   0.8481330000000E+14   0.268763E+07  -0.228312E+24   0.376547E+04   0.376547E+04  -0.317273E+13
   0.8489730000000E+14   0.269029E+07  -0.227568E+24   0.376239E+04   0.376239E+04  -0.315722E+13
   0.8498130000000E+14   0.269295E+07  -0.226827E+24   0.375933E+04   0.375933E+04  -0.314182E+13
   0.8506530000000E+14   0.269561E+07  -0.226089E+24   0.375627E+04   0.375627E+04  -0.312651E+13
   0.8514930000000E+14   0.269828E+07  -0.225356E+24   0.375322E+04   0.375322E+04  -0.311130E+13
   0.8523330000000E+14   0.270094E+07  -0.224626E+24   0.375017E+04   0.375017E+04  -0.309620E+13
   0.8531730000000E+14   0.270360E+07  -0.223899E+24   0.374714E+04   0.374714E+04  -0.308119E+13
   0.8540130000000E+14   0.270626E+07  -0.223176E+24   0.374411E+04   0.374411E+04  -0.306628E+13
   0.8548530000000E+14   0.270892E+07  -0.222457E+24   0.374109E+04   0.374109E+04  -0.305146E+13
   0.8556930000000E+14   0.271159E+07  -0.221741E+24   0.373807E+04   0.373807E+04  -0.303674E+13
   0.8565330000000E+14   0.271425E+07  -0.221028E+24   0.373506E+04   0.373506E+04  -0.302210E+13
   0.8573730000000E+14   0.271691E+07  -0.220318E+24   0.373206E+04   0.373206E+04  -0.300757E+13
   0.8582130000000E+14   0.271957E+07  -0.219613E+24   0.372907E+04   0.372907E+04  -0.299313E+13
   0.8590530000000E+14   0.272223E+07  -0.218910E+24   0.372609E+04   0.372609E+04  -0.297878E+13
   0.8598930000000E+14   0.272489E+07  -0.218211E+24   0.372311E+04   0.372311E+04  -0.296453E+13
   0.8607330000000E+14   0.272756E+07  -0.217515E+24   0.372014E+04   0.372014E+04  -0.295036E+13
   0.8615730000000E+14   0.273022E+07  -0.216823E+24   0.371717E+04   0.371717E+04  -0.293628E+13
   0.8624130000000E+14   0.273288E+07  -0.216134E+24   0.371421E+04   0.371421E+04  -0.292229E+13
   0.8632530000000E+14   0.273554E+07  -0.215448E+24   0.371126E+04   0.371126E+04  -0.290839E+13
   0.8640930000000E+14   0.273820E+07  -0.214765E+24   0.370832E+04   0.370832E+04  -0.289458E+13
   0.8649330000000E+14   0.274087E+07  -0.214086E+24   0.370539E+04   0.370539E+04  -0.288086E+13
   0.8657730000000E+14   0.274353E+07  -0.213410E+24   0.370246E+04   0.370246E+04  -0.286723E+13
   0.8666130000000E+14   0.274619E+07  -0.212737E+24   0.369954E+04   0.369954E+04  -0.285368E+13
   0.8674530000000E+14   0.274885E+07  -0.212068E+24   0.369662E+04   0.369662E+04  -0.284021E+13
   0.8682930000000E+14   0.275151E+07  -0.211401E+24   0.369371E+04   0.369371E+04  -0.282683E+13
   0.8691330000000E+14   0.275418E+07  -0.210738E+24   0.369081E+04   0.369081E+04  -0.281353E+13
   0.8699730000000E+14   0.275684E+07  -0.210077E+24   0.368792E+04   0.368792E+04  -0.280032E+13
   0.8708130000000E+14   0.275950E+07  -0.209420E+24   0.368503E+04   0.368503E+04  -0.278720E+13
   0.8716530000000E+14   0.276216E+07  -0.208767E+24   0.368215E+04   0.368215E+04  -0.277416E+13
   0.8724930000000E+14   0.276482E+07  -0.208115E+24   0.367928E+04   0.367928E+04  -0.276119E+13
   0.8733330000000E+14   0.276748E+07  -0.207467E+24   0.367641E+04   0.367641E+04  -0.274830E+13
   0.8741730000000E+14   0.277015E+07  -0.206822E+24   0.367355E+04   0.367355E+04  -0.273549E+13
   0.8750130000000E+14   0.277281E+07  -0.206180E+24   0.367069E+04   0.367069E+04  -0.272277E+13
   0.8758530000000E+14   0.277547E+07  -0.205541E+24   0.366785E+04   0.366785E+04  -0.271012E+13
   0.8766930000000E+14   0.277813E+07  -0.204905E+24   0.366501E+04   0.366501E+04  -0.269755E+13
   0.8775330000000E+14   0.278079E+07  -0.204272E+24   0.366217E+04   0.366217E+04  -0.268506E+13
   0.8783730000000E+14   0.278346E+07  -0.203642E+24   0.365934E+04   0.365934E+04  -0.267264E+13
   0.8792130000000E+14   0.278612E+07  -0.203014E+24   0.365652E+04   0.365652E+04  -0.266029E+13
   0.8800530000000E+14   0.278878E+07  -0.202390E+24   0.365371E+04   0.365371E+04  -0.264803E+13
   0.8808930000000E+14   0.279144E+07  -0.201768E+24   0.365090E+04   0.365090E+04  -0.263584E+13
   0.8817330000000E+14   0.279410E+07  -0.201150E+24   0.364810E+04   0.364810E+04  -0.262372E+13
   0.8825730000000E+14   0.279676E+07  -0.200534E+24   0.364530E+04   0.364530E+04  -0.261169E+13
   0.8834130000000E+14   0.279943E+07  -0.199921E+24   0.364251E+04   0.364251E+04  -0.259972E+13
   0.8842530000000E+14   0.280209E+07  -0.199310E+24   0.363973E+04   0.363973E+04  -0.258782E+13
   0.8850930000000E+14   0.280475E+07  -0.198703E+24   0.363695E+04   0.363695E+04  -0.257600E+13
   0.8859330000000E+14   0.280741E+07  -0.198098E+24   0.363418E+04   0.363418E+04  -0.256425E+13
   0.8867730000000E+14   0.281007E+07  -0.197496E+24   0.363142E+04   0.363142E+04  -0.255257E+13
   0.8876130000000E+14   0.281274E+07  -0.196897E+24   0.362866E+04   0.362866E+04  -0.254097E+13
   0.8884530000000E+14   0.281540E+07  -0.196301E+24   0.362591E+04   0.362591E+04  -0.252943E+13
   0.8892930000000E+14   0.281806E+07  -0.195707E+24   0.362316E+04   0.362316E+04  -0.251796E+13
   0.8901330000000E+14   0.282072E+07  -0.195116E+24   0.362043E+04   0.362043E+04  -0.250657E+13
   0.8909730000000E+14   0.282338E+07  -0.194528E+24   0.361769E+04   0.361769E+04  -0.249524E+13
   0.8918130000000E+14   0.282605E+07  -0.193942E+24   0.361497E+04   0.361497E+04  -0.248398E+13
   0.8926530000000E+14   0.282871E+07  -0.193359E+24   0.361225E+04   0.361225E+04  -0.247279E+13
   0.8934930000000E+14   0.283137E+07  -0.192779E+24   0.360953E+04   0.360953E+04  -0.246166E+13
   0.8943330000000E+14   0.283403E+07  -0.192201E+24   0.360683E+04   0.360683E+04  -0.245060E+13
   0.8951730000000E+14   0.283669E+07  -0.191626E+24   0.360412E+04   0.360412E+04  -0.243961E+13
   0.8960130000000E+14   0.283935E+07  -0.191053E+24   0.360143E+04   0.360143E+04  -0.242867E+13
   0.8968530000000E+14   0.284202E+07  -0.190483E+24   0.359874E+04   0.359874E+04  -0.241781E+13
   0.8976930000000E+14   0.284468E+07  -0.189915E+24   0.359605E+04   0.359605E+04  -0.240701E+13
   0.8985330000000E+14   0.284734E+07  -0.189350E+24   0.359338E+04   0.359338E+04  -0.239628E+13
   0.8993730000000E+14   0.285000E+07  -0.188788E+24   0.359070E+04   0.359070E+04  -0.238561E+13
   0.9002130000000E+14   0.285266E+07  -0.188227E+24   0.358804E+04   0.358804E+04  -0.237500E+13
   0.9010530000000E+14   0.285533E+07  -0.187670E+24   0.358538E+04   0.358538E+04  -0.236446E+13
   0.9018930000000E+14   0.285799E+07  -0.187115E+24   0.358273E+04   0.358273E+04  -0.235398E+13
   0.9027330000000E+14   0.286065E+07  -0.186563E+24   0.358008E+04   0.358008E+04  -0.234356E+13
   0.9035730000000E+14   0.286331E+07  -0.186013E+24   0.357744E+04   0.357744E+04  -0.233320E+13
   0.9044130000000E+14   0.286597E+07  -0.185465E+24   0.357480E+04   0.357480E+04  -0.232291E+13
   0.9052530000000E+14   0.286863E+07  -0.184919E+24   0.357217E+04   0.357217E+04  -0.231267E+13
   0.9060930000000E+14   0.287130E+07  -0.184377E+24   0.356955E+04   0.356955E+04  -0.230249E+13
   0.9069330000000E+14   0.287396E+07  -0.183836E+24   0.356693E+04   0.356693E+04  -0.229238E+13
   0.9077730000000E+14   0.287662E+07  -0.183298E+24   0.356431E+04   0.356431E+04  -0.228232E+13
   0.9086130000000E+14   0.287928E+07  -0.182763E+24   0.356171E+04   0.356171E+04  -0.227232E+13
   0.9094530000000E+14   0.288194E+07  -0.182229E+24   0.355911E+04   0.355911E+04  -0.226238E+13
   0.9102930000000E+14   0.288461E+07  -0.181698E+24   0.355651E+04   0.355651E+04  -0.225250E+13
   0.9111330000000E+14   0.288727E+07  -0.181169E+24   0.355392E+04   0.355392E+04  -0.224268E+13
   0.9119730000000E+14   0.288993E+07  -0.180643E+24   0.355133E+04   0.355133E+04  -0.223291E+13
   0.9128130000000E+14   0.289259E+07  -0.180119E+24   0.354876E+04   0.354876E+04  -0.222320E+13
   0.9136530000000E+14   0.289525E+07  -0.179597E+24   0.354618E+04   0.354618E+04  -0.221354E+13
   0.9144930000000E+14   0.289792E+07  -0.179077E+24   0.354361E+04   0.354361E+04  -0.220394E+13
   0.9153330000000E+14   0.290058E+07  -0.178560E+24   0.354105E+04   0.354105E+04  -0.219439E+13
   0.9161730000000E+14   0.290324E+07  -0.178045E+24   0.353849E+04   0.353849E+04  -0.218490E+13
   0.9170130000000E+14   0.290590E+07  -0.177531E+24   0.353594E+04   0.353594E+04  -0.217547E+13
   0.9178530000000E+14   0.290856E+07  -0.177021E+24   0.353340E+04   0.353340E+04  -0.216609E+13
   0.9186930000000E+14   0.291122E+07  -0.176512E+24   0.353086E+04   0.353086E+04  -0.215676E+13
   0.9195330000000E+14   0.291389E+07  -0.176006E+24   0.352832E+04   0.352832E+04  -0.214749E+13
   0.9203730000000E+14   0.291655E+07  -0.175502E+24   0.352579E+04   0.352579E+04  -0.213827E+13
   0.9212130000000E+14   0.291921E+07  -0.175000E+24   0.352327E+04   0.352327E+04  -0.212910E+13
   0.9220530000000E+14   0.292187E+07  -0.174500E+24   0.352075E+04   0.352075E+04  -0.211999E+13
   0.9228930000000E+14   0.292453E+07  -0.174002E+24   0.351824E+04   0.351824E+04  -0.211092E+13
   0.9237330000000E+14   0.292720E+07  -0.173507E+24   0.351573E+04   0.351573E+04  -0.210191E+13
   0.9245730000000E+14   0.292986E+07  -0.173013E+24   0.351323E+04   0.351323E+04  -0.209295E+13
   0.9254130000000E+14   0.293252E+07  -0.172522E+24   0.351073E+04   0.351073E+04  -0.208404E+13
   0.9262530000000E+14   0.293518E+07  -0.172033E+24   0.350824E+04   0.350824E+04  -0.207518E+13
   0.9270930000000E+14   0.293784E+07  -0.171546E+24   0.350575E+04   0.350575E+04  -0.206638E+13
   0.9279330000000E+14   0.294051E+07  -0.171061E+24   0.350327E+04   0.350327E+04  -0.205761E+13
   0.9287730000000E+14   0.294317E+07  -0.170577E+24   0.350080E+04   0.350080E+04  -0.204890E+13
   0.9296130000000E+14   0.294583E+07  -0.170096E+24   0.349833E+04   0.349833E+04  -0.204024E+13
   0.9304530000000E+14   0.294849E+07  -0.169617E+24   0.349586E+04   0.349586E+04  -0.203163E+13
   0.9312930000000E+14   0.295115E+07  -0.169141E+24   0.349340E+04   0.349340E+04  -0.202307E+13
   0.9321330000000E+14   0.295381E+07  -0.168666E+24   0.349095E+04   0.349095E+04  -0.201456E+13
   0.9329730000000E+14   0.295648E+07  -0.168193E+24   0.348850E+04   0.348850E+04  -0.200609E+13
   0.9338130000000E+14   0.295914E+07  -0.167722E+24   0.348605E+04   0.348605E+04  -0.199767E+13
   0.9346530000000E+14   0.296180E+07  -0.167253E+24   0.348361E+04   0.348361E+04  -0.198930E+13
